code,name,description
MATH_V 564,Evolutionary Dynamics,"Mathematical models of evolution and evolutionary game theory. Stochastic dynamics in finite populations, dynamics in spatially structured populations, and adaptive dynamics. Applications include the origin of species and the problem of cooperation.This course is not eligible for Credit/D/Fail grading."
MATH_V 566,Theory of Optimal Transportation,This course is not eligible for Credit/D/Fail grading.
MATH_V 567,Nonlinear Wave Equations,This course is not eligible for Credit/D/Fail grading.
MATH_V 589,M.Sc. Major Essay,This course is not eligible for Credit/D/Fail grading.
MATH_V 590,Graduate Seminar,Presentation and discussion of recent results in the mathematical literature.This course is not eligible for Credit/D/Fail grading.
MATH_V 591,Graduate Seminar in Applied Mathematics,This course is not eligible for Credit/D/Fail grading.
MATH_V 592,Topics in Automorphic Forms,This course is not eligible for Credit/D/Fail grading.
MATH_V 599,Mathematics Teaching Techniques,[3-0-0].This course is not eligible for Credit/D/Fail grading.
MATH_V 600,Topics in Algebra,This course is not eligible for Credit/D/Fail grading.
MATH_V 601,Topics in Analysis,This course is not eligible for Credit/D/Fail grading.
MATH_V 602,Topics in Geometry,This course is not eligible for Credit/D/Fail grading.
MATH_V 603,Topics in Topology,This course is not eligible for Credit/D/Fail grading.
MATH_V 604,Topics in Optimization,This course is not eligible for Credit/D/Fail grading.
MATH_V 605,Topics in Applied Mathematics,This course is not eligible for Credit/D/Fail grading.
MATH_V 606,Topics in Differential Equations,This course is not eligible for Credit/D/Fail grading.
MATH_V 607,Topics in Numerical Analysis,This course is not eligible for Credit/D/Fail grading.
MATH_V 608,Topics in Probability,This course is not eligible for Credit/D/Fail grading.
MATH_V 609,Topics in Mathematical Physics,This course is not eligible for Credit/D/Fail grading.
MATH_V 610,Topics in Pure Mathematics,This course is not eligible for Credit/D/Fail grading.
MATH_V 612,Topics in Mathematical Biology,This course is not eligible for Credit/D/Fail grading.
MATH_V 613,Topics in Number Theory,This course is not eligible for Credit/D/Fail grading.
MATH_V 615,Topics in Algebraic Geometry,This course is not eligible for Credit/D/Fail grading.
MATH_V 616,Topics in Discrete Mathematics,This course is not eligible for Credit/D/Fail grading.
MATH_V 620,Directed Studies in Mathematics,This course is not eligible for Credit/D/Fail grading.
MATH_V 649,Doctoral Dissertation,This course is not eligible for Credit/D/Fail grading.
MICB_V 201,Introductory Environmental Microbiology,"Prokaryotic diversity and the impact and applications of bacterial and archaeal metabolic, genetic, and growth processes in environmental contexts. [3-0-0] Prerequisite: One of BIOL 112, BIOL 200, SCIE 001. For students with BIOL 112, CHEM 121 is recommended."
MICB_V 202,Introductory Medical Microbiology and Immunology,"Introduction to cellular and humoral immune responses, the properties of viruses and the principles of bacterial pathogenesis. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar.) [3-0-0] Prerequisite: One of BIOL 112, BIOL 200, BMEG 245, MICB 201, SCIE 001."
MICB_V 203,Basic Microbiology Laboratory,"Procedures and principles associated with isolation, characterization and handling of microorganisms. Intended for students requiring a basic microbiology laboratory course. [1*-3-1*] Prerequisite: One of BIOL 112, SCIE 001."
MICB_V 205,Fundamental Data Science in Microbiology and Immunology,Foundations in data science course that incorporates the use of biological data science tools to perform survey-level analysis of microbiology and immunology datasets. [3-0-0] Prerequisite: DSCI_V 100 or DATA_O 101.This course is not eligible for Credit/D/Fail grading.
MICB_V 211,Foundations of Microbiology,"Prokaryotic diversity and the impact and applications of microbial metabolic, genetic, and growth processes in environmental contexts. Bacteria-human interactions in health and disease, mode of action of antibiotics and antibiotic resistance, virulence factors of bacteria, and host response to infection. [3-0-1] Prerequisite: Either (a) all of BIOL_V 112, CHEM_V 121 or (b) one of BIOL_V 200, BMEG_V 245, SCIE_V 001, BIOL_O 200."
MICB_V 212,Introductory Immunology & Virology,"Innate and adaptive immune responses to bacterial and viral pathogens, autoimmunity, allergies and graft rejection; virus structure, replication cycles, pathogenesis and vaccines; data analysis of foundational immunology and virology experiments. [3-0-1] Prerequisite: One of BIOL 112, BIOL 200, BMEG 245, SCIE 001."
MICB_V 301,Microbial Ecophysiology,"Dynamics and control of prokaryotic cellular processes in response to the biotic and abiotic environment including metabolic interactions and metabolic cooperation between microorganisms. [3-0-1] Prerequisite: Either (a) one of MICB 211, MICB 201 and one of BIOL 201, BIOC 202, BIOC 203; or (b) BIOT 380."
MICB_V 302,Immunology,"Mechanisms of innate and adaptive immune responses. Hematopoiesis, development of T and B lymphocytes, leukocyte migration, antigen processing/presentation and the major histocompatibility complex, immune responses against pathogens, and diseases associated with aberrant immune responses. [3-0-1] Prerequisite: One of MICB 212, MICB 202."
MICB_V 305,Data Science in Microbiology and Immunology Research,A team-based data science research experience in microbiology and immunology. [3-0-1] Prerequisite: MICB_V 205 and 3rd-year class standing.This course is not eligible for Credit/D/Fail grading.
MICB_V 306,Molecular Virology,"Cellular and molecular virology of select human viral pathogens, emphasizing host–virus interactions and antiviral strategies. [3-0-1] Prerequisites: a) One of BIOL_V 200, BMEG_V 245, BIOT_V 380 and b) one of MICB_V 212, MICB_V 202."
MICB_V 308,Paradigms in Bacterial Pathogenesis,"Mechanisms of bacterial pathogenesis including adherence, invasion, intracellular survival, toxins, host defenses and microbial evasion strategies, antibiotics, and vaccines. Introduction to experimental approaches used to study bacterial pathogens. [3-0-0] Prerequisite: Either (a) one of MICB 211, MICB 202 and one of BIOL 201, BIOC 202, BIOC 203; or (b) BIOT 380."
MICB_V 322,Molecular Microbiology Laboratory,Application of foundational skills to common techniques used in classical and molecular microbiology. Restricted to students in Microbiology and Immunology specializations. [2-4-0] Prerequisites: MICB_V 211 (or 201).
MICB_V 323,Molecular Immunology and Virology Laboratory,"Genetic manipulations of bacteria, introductory immunological and virological procedures, tissue culture. Restricted to students in Microbiology and Immunology specializations. [2-4-0] Prerequisite: [MICB322]"
MICB_V 325,Analysis of Microbial Genes and Genomes,"Genetic, molecular biological and bioinformatic approaches for the analysis of microbial genomes, gene structure-function and gene expression with emphasis on bacteria. [3-0-0] Prerequisite: One of MICB 211, MICB 201, BIOL 234."
MICB_V 353,Food Microbiology Laboratory,"Procedures and principles associated with isolation, enumeration, characterization and handling of microorganisms. Restricted to students registered in the Food Science program. [1-2-0] Prerequisite: One of BIOL 112, MICB 211, MICB 201, SCIE 001."
MICB_V 398,Co-operative Work Placement I,"Work experience. Restricted to students admitted to the Co-operative Education Program in the Biotechnology or Microbiology and Immunology specializations. Pass/Fail. Prerequisite: Either (a) one of MICB_V 211, MICB_V 201 and one of MICB_V 212, MICB_V 202; or (b) BIOT_V 380.This course is not eligible for Credit/D/Fail grading."
MICB_V 399,Co-operative Work Placement II,Work experience. Restricted to students admitted to the Co-operative Education Program in the Biotechnology or Microbiology and Immunology specializations. Pass/Fail. Prerequisite: MICB_V 398.This course is not eligible for Credit/D/Fail grading.
MICB_V 401,Environmental Microbiology Laboratory,Microbiological analysis of environmental samples using culture-dependent and culture-independent methods. [2-4-0] Prerequisite: MICB 322 and MICB 301.
MICB_V 402,Advanced Immunology,"Molecular basis of lymphocyte development, activation and adhesion; immunogenetics and the major histocompatibility complex. Consult the credit exclusion list within the Faculty of Science section of the calendar. [3-0-1] Prerequisite: One of MICB 302, BIOT 380. If MICB 302 is used as the prerequisite for MICB 402, students are required to take one of the following as a corequisite: BIOL 234, BIOL 335, MICB 325."
MICB_V 404,Topics in Molecular Bacterial Pathogenesis,"A lecture/discussion/library research course. Topics such as antibiotic resistance, pathogen genomics; host-pathogen interactions; evolution of pathogens; host responses to infection, invasive mechanisms, resistance mechanisms. [1-0-4] Prerequisite: MICB 302 and one of MICB 308, MICB 408."
MICB_V 405,Bioinformatics,"Computational methods to analyze genome and protein sequences to derive structural and functional information. Related topics in functional genomics. [3-0-1] Prerequisite: One of MICB 301, MICB 325, BIOC 302, BIOC 303, BIOL 335, BIOT 380."
MICB_V 406,Topics in Molecular Virology,"Presentations, library research, paper reviews, class discussions about current research in virology. Topics such as molecular targets in viral therapy; chronic viral infection; virus-host cell interaction. [1-0-4] Prerequisite: MICB 306."
MICB_V 407,Viral Infections in Humans.,Interactions between viruses and humans; pathogenesis; persistence and viral oncogenesis; virological diagnosis and treatment. (Consult the Credit Exclusion list within the Faculty of Science section of the Calendar.) [3-0-0] Prerequisite: MICB306
MICB_V 408,Advanced Bacterial Pathogenesis,"Current and emerging themes in bacterial pathogenesis including cellular microbiology, bacterial cell biology processes and their role in virulence including secretion systems to deliver virulence factors and immune evasion strategies employed by pathogens. Development of antibiotics and resistance to antibiotics. [3-0-0] Prerequisite: MICB 308."
MICB_V 412,Topics in Immunological Research,"Presentations, library research, paper reviews and class discussion on selected areas of advanced molecular and cellular immunological research. [1-0-4] Prerequisite: MICB_V 302."
MICB_V 413,Topics in Microbiome Research,"Critical examination and discussion of contemporary research literature concerning the impact of host-associated microbiomes on host development, health and disease with a focus on humans. Priority given to students in Microbiology and Immunology specializations. [3-0-0] Prerequisite: Either (a) MICB 302 and one of MICB 308, MICB 325, BIOL 335; or (b) BIOT 380. And fourth-year standing in Science."
MICB_V 418,Industrial Microbiology and Biotechnology,"Exploitation of microbial and animal cells for the industrial production of chemicals ranging from alcohol to therapeutic proteins. Genetic manipulation of cellular characteristics, fermentation methods, patenting and governmental approval processes. [3-0-0] Corequisite: One of BIOL 335, MICB 325, BIOT 380."
MICB_V 421,Experimental Microbiology,"Research in microbial physiology and molecular genetics. Guided and independent laboratory projects are developed. [2-4-0] Prerequisite: One of MICB 323, BIOT 380."
MICB_V 425,Microbial Ecological Genomics,"Intrinsic and extrinsic forces driving prokaryotic genome evolution. Gene transfer; microbial species concepts; community genome structure, function and dynamics; ecological impacts of microbial genome diversity. Emphasis on problem solving and experimental design. [3-3-0] Prerequisite: One of BIOL 335, MICB 325, BIOT 380."
MICB_V 430,Seminar in Microbiological Literature,Student seminars on selected papers from the microbiological literature.
MICB_V 447,Experimental Molecular Biology,"A laboratory course with a choice of independent, supervised research projects. Students develop protocols to carry out investigation of selected molecular biology problems. [2-4-0] Prerequisite: Either (a) BIOT 380 or (b) MICB 323 or (c) all of MICB 322, MICB 398."
MICB_V 448,Directed Research,"A library (3 credits) or laboratory (3 or 6 credits) project. Requires permission of the Undergraduate Advisor. The results are presented in a written report to be reviewed by oral examination. Prerequisite: Either (a) MICB_V 323 or (b) all of MICB_V 322, MICB_V 399."
MICB_V 449,Research Problem,"A laboratory investigation in the final year of the Honours program. The results are presented in a written report, to be reviewed by oral examination. Prerequisite: Either (a) MICB 323 or (b) all of MICB 322, MICB 399."
MICB_V 471,Laboratory Research in Microbiology and Immunology,"A team-based laboratory research experience in microbiology and immunology. [2-4-0] Prerequisite: One of MICB 323, BIOT 380."
MICB_V 475,Data Science Research in Microbiology and Immunology,"A team-based data science research experience in microbiology and immunology. [3-0-0] Prerequisite: Either (a) MICB 322 and one of MICB 325, BIOL 335; or (b) BIOT 380."
MICB_V 498,Co-operative Work Placement III,Work experience. Restricted to students admitted to the Co-operative Education Program in the Biotechnology or Microbiology and Immunology specializations. Pass/Fail. Prerequisite: Either (a) MICB_V 399 or (b) BIOT_V 380. And completion of two co-op work terms.This course is not eligible for Credit/D/Fail grading.
MICB_V 499,Co-operative Work Placement IV,"Work experience in an industrial research setting, taken during the Winter Session (Term 1) of fifth year. Restricted to students admitted to the Co-operative Education Program in the Biotechnology or Microbiology and Immunology specializations. Pass/Fail. Prerequisite: MICB_V 498.This course is not eligible for Credit/D/Fail grading."
MICB_V 502,Advanced Immunogenetics,Consult the Credit Exclusion List in the Faculty of Science section of the Calendar.This course is not eligible for Credit/D/Fail grading.
MICB_V 505,Molecular Microbiology,This course is not eligible for Credit/D/Fail grading.
MICB_V 506,Microbiological and Immunological Research,"Developing, discussing, and undertaking research projects. Oral communication skills, peer review skills, scientific ethics, and the ability to critically evaluate papers in the literature.This course is not eligible for Credit/D/Fail grading."
MICB_V 507,Topics in Molecular Pathogenesis and Immunology,This course is not eligible for Credit/D/Fail grading.
MICB_V 520,"Topics in Microbiology, Immunology and Virology","Selected topics in a specific area within Microbiology, Immunology and Virology. May be taken more than once for credit with permission of the department.This course is not eligible for Credit/D/Fail grading."
MICB_V 530,"Student Seminars in Microbiology, Immunology and Virology","Student seminars on selected papers from the microbiology, immunology and virology literature.This course is not eligible for Credit/D/Fail grading."
MICB_V 548,Directed Studies on an Approved Problem,This course is not eligible for Credit/D/Fail grading.
MICB_V 549,M.Sc. Thesis,This course is not eligible for Credit/D/Fail grading.
MICB_V 575,Data Science Research in Microbiology and Immunology,A team-based data science research experience in microbiology and immunology. Please consult the Faculty of Science Credit Exclusion List:https://vancouver.calendar.ubc.ca/faculties-colleges-and-schools/facult….This course is not eligible for Credit/D/Fail grading.
MICB_V 649,Doctoral Dissertation,This course is not eligible for Credit/D/Fail grading.
NSCI_V 140,The Learning Brain,"Applications and implications of neuroscience for society and the individual, with a focus on neuroplasticity and neuroeducation. Not for credit for students who have credit for, or are currently taking, NSCI_V 200. [3-0-0]"
NSCI_V 200,Fundamentals of Cellular and Molecular Neuroscience,"Introduction to the field of neuroscience in general, and the fields of cellular and molecular neuroscience in particular, with emphasis on neuroanatomy, neurophysiology, and neuropharmacology. [2-2-0] Prerequisite: One of: a) 2nd-year class standing or higher in the Neuroscience specialization, or b) 8 credits of CHEM_V 1st and 6 credits of BIOL_V 1st.This course is not eligible for Credit/D/Fail grading."
NSCI_V 201,Fundamentals of Behavioural and Cognitive Neuroscience,Emphasis on the relationship between behaviour or cognition and nervous system function. [2-2-0] Prerequisite: NSCI_V 200.This course is not eligible for Credit/D/Fail grading.
NSCI_V 210,Research Design for the Neurosciences,"A focus on research design relevant to the neurosciences, with an emphasis on engagement with the scientific process, from question formulation to knowledge translation. [3-0-1] Prerequisite: NSCI_V 200 and one of STAT_V 200, STAT_V 201, BIOL_V 300, PSYC_V 218, PSYO_O 271, STAT_O 205, STAT_O 230.This course is not eligible for Credit/D/Fail grading."
NSCI_V 300,Laboratory Techniques for the Neurosciences,"Laboratory techniques for investigating nervous system function, and for establishing relationships between nervous system function, behaviour, and cognition. Restricted to students in the Neuroscience specialization. [1-3-0] Prerequisite: NSCI_V 201.This course is not eligible for Credit/D/Fail grading."
NSCI_V 301,"Neuroscience, Ethics, and Society","Ethical issues associated with neuroscience, and the impact of neuroscience on society. [3-0-0] Prerequisite: One of NSCI_V 201, PSYC_V 304, PSYC_V 344, PSYC_V 370, BIOL_V 371.This course is not eligible for Credit/D/Fail grading."
NSCI_V 302,"Neurodiversity, Brain Injury, and Brain Illness","Conceptual frameworks, defining features, and neurobiological mechanisms of the diverse, injured, or diseased brain. [2-2-0] Prerequisite: One of NSCI_V 201, PSYC_V 304, PSYC_V 344, PSYC_V 371, BIOL_V 372.This course is not eligible for Credit/D/Fail grading."
NSCI_V 303,Foundations of Computational Neuroscience,"Foundations of computational neuroscience: neural modelling, simple neural networks, models of Hebbian learning, models of learning, clustering and classification. [3-0-0] Prerequisite: One of NSCI_V 201, PSYC_V 371, BIOL_V 371 and one of DSCI_V 100, CPSC_V 103, CPSC_V 110 and one of MATH_V 100, MATH_V 102, MATH_V 104, MATH_V 120, MATH_V 180, MATH_V 184."
NSCI_V 311,Advanced Neuroanatomy,"Detailed coverage of neuroanatomy, with applications [3-0-0] Prerequisite: One of NSCI_V 200, PSYC_V 371, BIOL_V 371.This course is not eligible for Credit/D/Fail grading."
NSCI_V 398,Cooperative Work Placement I,"Approved and supervised relevant work experience in an industrial, academic, or government setting for a minimum of 13 weeks, full-time. Normally taken in Summer Session after third year. Work term report required. Restricted to students admitted to the Co-op Program in Neuroscience. Prerequisite: Co-op workshops, and third-year standing in the neuroscience specialization.This course is not eligible for Credit/D/Fail grading."
NSCI_V 399,Cooperative Work Placement II,"Approved and supervised relevant work experience in an industrial, academic, or government setting for a minimum of 13 weeks, full-time. Normally taken in Term 1 of the 4th Year Winter Session. Work term report required. Restricted to students admitted to the Co-op Program in Neuroscience. Prerequisite: NSCI_V 398.This course is not eligible for Credit/D/Fail grading."
NSCI_V 400,Neuroscience Capstone,A capstone course to provide students with a rigorous neuroscience research experience under the supervision of one or more faculty members. Integrated support and feedback is provided by peers and faculty. [3-0-0; 3-0-0] Prerequisite: Restricted to students in the neuroscience specialization.This course is not eligible for Credit/D/Fail grading.
NSCI_V 401,Your Position in the Neurosciences,"Practices to promote equity, diversity, inclusion, and decolonization in the neurosciences, and exploration of one's positionality through historical and present-day neuroscience. [3-0-0] Prerequisites: One of BIOL_V 372, NSCI_V 201, PSYC_V 301, PSYC_V 304, PSYC_V 371."
NSCI_V 448,Directed Studies in Neuroscience,"Directed investigation of a neuroscience research question requiring a report of the findings. No more than six credits of NSCI_V 448 may be taken with the same supervisor. Prerequisite: At least a 70% average in the preceding 30 credits, permission of the supervisor, and permission of the director of the neuroscience specialization.This course is not eligible for Credit/D/Fail grading."
NSCI_V 486,Advanced Topics in Behavioural and Cognitive Neuroscience,Selected topics in Behavioural and Cognitive Neuroscience. May be taken more than once for credit with permission of the program. Prerequisite: Third-year standing in a Neuroscience specialization.
NSCI_V 487,Advanced Topics in Cellular and Molecular Neuroscience,Selected topics in Cellular and Molecular Neuroscience. May be taken more than once for credit with permission of the program. Prerequisite: Third-year standing in a Neuroscience specialization.
NSCI_V 488,Topics in Neuroscience,"Selected topics in a specific area within Neuroscience. May be taken more than once for credit with permission of the department. [3-0-0] Prerequisite: Third year standing in a Neuroscience specialization, and permission of an Advisor for the Undergraduate Program in Neuroscience."
NSCI_V 498,Cooperative Work Placement III,"Approved and supervised relevant work experience in an industrial, academic, or government setting for a minimum of 13 weeks, full-time. Normally taken in Term 2 of the 4th Year Winter Session. Work term report required. Restricted to students admitted to the Co-op Program in Neuroscience. Prerequisite: NSCI_V 399.This course is not eligible for Credit/D/Fail grading."
NSCI_V 499,Cooperative Work Placement IV,"Approved and supervised relevant work experience in an industrial, academic, or government setting for a minimum of 13 weeks, full-time. Normally taken in the Summer Session after 4th year. Work term report required. Restricted to students admitted to the Co-op Program in Neuroscience. Prerequisite: NSCI_V 498.This course is not eligible for Credit/D/Fail grading."
PHYS_V 100,Introductory Physics,"Kinematics, force, energy, momentum, use of graphs and vectors in physics; thermal energy, heat transfer, Earth's energy balance; electricity. Students with credit for Physics 12 may not obtain credit for this course unless they took AP, IB, or A-level Physics and were offered advanced credit for PHYS 100. [3-0-2] Prerequisite: Not open to students with credit for PHYS 12. Principles of Mathematics 12 or Pre-calculus 12 is required; Physics 11 is required for first-year students, strongly recommended for others."
PHYS_V 101,Energy and Waves,"Fluids, harmonic oscillator, travelling waves, standing waves, sound, and interference of light waves, including diffraction. [3-3*-1*] Prerequisite: One of PHYS 12, PHYS 100. Corequisite: One of MATH 100, MATH 102, MATH 104, MATH 110, MATH 120, MATH 180, MATH 184."
PHYS_V 102,"Electricity, Light and Radiation","Introduction to optics, electricity and magnetism, electric circuits, radioactivity, including biological applications. [3-3*-1*] Prerequisite: One of PHYS_V 101, PHYS_V 107. Corequisite: One of MATH_V 101, MATH_V 103, MATH_V 105, MATH_V 121."
PHYS_V 106,Enriched Physics 1 (lecture),"Classical mechanics including conservation laws, angular momentum of rigid bodies and simple harmonic motion, wave phenomena, with an introduction to special relativity, quantum mechanics, nuclear physics, statistical mechanics and solid state physics. [3-0-1] Prerequisite: Either (a) a score more than 85% in all of PHYS 12, MATH 12 or (b) a score more than 85% in all of PHYS 12, PREC 12 or (c) a score more than 85% in all of PHYS 12, CALC 12 or (d) a score more than 85% in PHYS 100. PHYS 12 = Physics 12; MATH 12 = Principles of Mathematics 12; PREC 12 = Pre-Calculus 12; CALC 12 = Calculus 12. Corequisite: One of MATH 100, MATH 102, MATH 104, MATH 120, MATH 180, MATH 184."
PHYS_V 107,Enriched Physics 1,"Classical mechanics including conservation laws, angular momentum of rigid bodies and simple harmonic motion, wave phenomena, with an introduction to special relativity, quantum mechanics, nuclear physics, statistical mechanics and solid state physics. [3-3*-1*] Prerequisite: Either (a) a score of 85% or higher in all of PHYS 12, MATH 12 or (b) a score of 85% or higher in all of PHYS 12, PREC 12 or (c) a score of 85% or higher in all of PHYS 12, CALC 12 or (d) a score of 85% or higher in PHYS 100. MATH 12 = Principles of Mathematics 12; PREC 12 = Pre-Calculus 12; CALC 12 = Calculus 12; PHYS 12 = Physics 12. Corequisite: One of MATH_V 100, MATH_V 102, MATH_V 104, MATH_V 120, MATH_V 180, MATH_V 184."
PHYS_V 108,Enriched Physics II,"Electricity and magnetism, electrical circuits, induction, electromagnetic waves, Maxwell's equations and applications. [3-0-1] Prerequisite: Either (a) one of PHYS_V 106, PHYS_V 107 or (b) a score of 85% or higher in one of PHYS_V 101, PHYS_V 117, PHYS_V 131. Corequisite: One of MATH_V 101, MATH_V 103, MATH_V 105, MATH_V 121."
PHYS_V 109,Enriched Experimental Physics,"A laboratory course accompanying PHYS 108 with emphasis on data collection and analysis and experimental techniques. [0-3-0] Prerequisite: PHYS 107. Corequisite: One of PHYS 108, PHYS 118."
PHYS_V 117,Dynamics and Waves,"Kinematics including curvilinear motion. Forces and Newton's laws of motion. Work-energy theorem, conservation of energy. Conservation of momentum, collisions. Torque, rotational dynamics, angular momentum. Oscillations and waves. [3-0-2] Prerequisite: One of PHYS 12, PHYS_V 100, PHYS_O 112. Corequisite: One of MATH_V 100, MATH_V 102, MATH_V 104, MATH_V 110, MATH_V 120, MATH_V 180, MATH_V 184, MATH_O 100."
PHYS_V 118,"Electricity, Light and Radiation","Optics, electricity and magnetism, electric circuits, electromagnetic waves. [3-0-1] Prerequisite: One of PHYS_V 101, PHYS_V 106, PHYS_V 107, PHYS_V 117, PHYS_V 131, PHYS_V 157 and one of MATH_V 100, MATH_V 102, MATH_V 104, MATH_V 110, MATH_V 120, MATH_V 180, MATH_V 184. Corequisite: One of MATH_V 101, MATH_V 103, MATH_V 105, MATH_V 121."
PHYS_V 119,Experimental Physics Lab I,"Introductory laboratory course, with emphasis on data collection, data analysis techniques, and scientific reasoning. [0-3-0] Prerequisite: One of PHYS 12, PHYS_V 100, PHYS_O 112. Corequisite: One of MATH_V 100, MATH_V 102, MATH_V 104, MATH_V 110, MATH_V 120, MATH_V 180, MATH_V 184, MATH_O 100."
PHYS_V 129,Experimental Physics Lab II,"A second laboratory course emphasizing the synthesis and development of further sophistication around the data collection, data analysis techniques and scientific reasoning developed in PHYS 119. [0-3-0] Prerequisite: One of PHYS 107, PHYS 119."
PHYS_V 131,Energy and Waves (Lecture),"Fluids, harmonic oscillator, travelling waves, standing waves, sound, and interference of light waves, radioactivity including biological applications. [3-0-1] Prerequisite: One of PHYS 12, PHYS_V 100, PHYS_O 112. Corequisite: One of MATH_V 100, MATH_V 102, MATH_V 104, MATH_V 110, MATH_V 120, MATH_V 180, MATH_V 184, MATH_O 100."
PHYS_V 153,Elements of Physics,"Thermometry, thermal properties of matter, heat, oscillations, waves, sound, wave optics; geometrical optics, elementary electricity and magnetism, simple DC and AC circuits. [3-0-1; 3-3-1] Prerequisite: One of PHYS 12, PHYS 100. Corequisite: One of MATH 100, MATH 102, MATH 104, MATH 110, MATH 120, MATH 180, MATH 184."
PHYS_V 157,Introductory Physics for Engineers I,"Heat, thermodynamics, oscillations, waves, and sound. [3-0-1] Prerequisite: One of PHYS 12, PHYS 100. Corequisite: One of MATH 100, MATH 102, MATH 104, MATH 110, MATH 120, MATH 180, MATH 184."
PHYS_V 158,Introductory Physics for Engineers II,"Electricity and magnetism, DC and AC circuits, optics. [3-0-1] Prerequisite: PHYS 157. Corequisite: One of MATH 101, MATH 103, MATH 105, MATH 121."
PHYS_V 159,Introductory Physics Laboratory for Engineers,"A laboratory course with emphasis on experimental design, measurement and analysis techniques. [0-3-0] Prerequisite: One of PHYS 12, PHYS 100. Corequisite: One of PHYS 157, PHYS 158."
PHYS_V 170,Mechanics I,"Statics of particles, equilibrium or rigid bodies, rigid body statics and internal forces, trusses; kinematics: rectilinear motion; dynamics: Newton's second law, friction, impulse, momentum, work and energy. Recommended pre-requisites: one of PHYS 12, PHYS 100 and one of MATH 100, MATH 102, MATH 104, MATH 110, MATH 120, MATH 180, MATH 184. Recommended co-requisite: one of MATH 101, MATH 103, MATH 105, MATH 121. [3-0-1]"
PHYS_V 200,Relativity and Quanta,"Special relativity: Lorentz transformation, dynamics and conservation laws. Quantum physics: the experimental evidence for quantization; a qualitative discussion of the concepts of quantum mechanics and their application to simple systems of atoms and nuclei. [4-0-0] Prerequisite: Either (a) one of PHYS_V 102, PHYS_V 108, PHYS_V 118, PHYS_V 158, PHYS_V 153 and one of MATH_V 101, MATH_V 103, MATH_V 105, MATH_V 121, MATH_O 101, MATH_O 103; or (b) SCIE 001."
PHYS_V 203,Thermal Physics I,"Fundamentals of thermodynamics and statistical physics; entropy, laws of thermodynamics, heat engines, free energy, phase transitions, Boltzmann statistics, quantum statistics. [4-0-0] Prerequisite: One of PHYS_V 102, PHYS_V 108, PHYS_V 118, PHYS_V 153, PHYS_V 158, SCIE_V 001. Corequisite: One of MATH_V 200, MATH_V 217, MATH_V 226, MATH_V 253, MATH_V 254, MATH_O 200."
PHYS_V 209,Intermediate Experimental Physics,"Use of analog electronics and amplifiers, digital electronics and analog-to-digital conversion and the use of computers in data analysis and simulations in thermodynamic, electronic and modern physics experiments. [0-3-1*] Prerequisite: Either (a) all of PHYS 108, PHYS 109 or (b) one of PHYS 102, PHYS 153 or (c) SCIE 001 or (d) all of PHYS 158, PHYS 159 or (e) all of PHYS 118, PHYS 119 or (f) all of PHYS 108, PHYS 119. Corequisite: One of MATH 215, MATH 255, MATH 256, MATH 258 and one of MATH 200, MATH 217, MATH 226, MATH 253, MATH 254."
PHYS_V 210,Introduction to Computational Physics,"Introduction to UNIX/Linux; software tools for processing, fitting and displaying data; numerical methods and application in the physical sciences. [2-3-0] Prerequisite: One of PHYS_V 102, PHYS_V 108, PHYS_V 118, PHYS_V 153, PHYS_V 158, SCIE_V 001. Corequisite: One of MATH_V 152, MATH_V 221, MATH_V 223, MATH_O 222."
PHYS_V 216,Intermediate Mechanics,"Review of kinematics, Newton's laws, angular momentum and fixed axis rotation. Rigid body motion, central forces, non-inertial frames of reference. Introduction to Lagrangian and Hamiltonian mechanics. [3-0-1] Prerequisite: One of PHYS_V 106, PHYS_V 107, PHYS_V 117, PHYS_V 170, SCIE_V 001, PHYS_O 111 and one of MATH_V 152, MATH_V 221, MATH_V 223, MATH_O 222. Corequisite: One of MATH_V 200, MATH_V 217, MATH_V 226, MATH_V 253, MATH_V 254, MATH_O 200."
PHYS_V 219,Intermediate Experimental Physics I,"Analog electronics and amplifiers, digital electronics, analog-to-digital converters and an introduction to use of computers in data analysis and simulations. [1-3-0] Prerequisite: Either (a) one of PHYS_V 108, PHYS_V 118 and one of PHYS_V 109, PHYS_V 119 or (b) PHYS_V 102 or (c) all of PHYS_V 158, PHYS_V 159 or (d) SCIE_V 001. Corequisite: One of MATH_V 200, MATH_V 217, MATH_V 226, MATH_V 253, MATH_O 200."
PHYS_V 229,Intermediate Experimental Physics II,"Thermodynamics experiments, modern physics experiments and use of computers in data analysis. [0-3-1*] Prerequisite: PHYS_V 219. Corequisite: MATH_V 215 or MATH_O 225."
PHYS_V 250,Introduction to Modern Physics,"Wave-particle duality of matter, special relativity, processes in atomic, nuclear and solid state, and introduction to quantum mechanical devices and techniques. [3-0-1] Prerequisite: One of PHYS 102, PHYS 108, PHYS 118, PHYS 158, PHYS 153, SCIE 001."
PHYS_V 298,Co-operative Work Placement I,Approved and supervised technical work experience in an industrial research setting for a minimum of 3.5 months. Normally taken during the winter term of the second year. Technical report required. Restricted to students admitted to the Co-operative Education Program in Physics. Prerequisite: PHYS_V 200.This course is not eligible for Credit/D/Fail grading.
